"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37","Empty search parameter","sales-portal-api","Fri Apr 24 20:47:24 UTC 2026","passed","Fri Apr 24 20:47:24 UTC 2026","[API] [Customers] GET customers - filters and sorting - 200 OK > Negative","src/api/tests/customers/getCustomersFiltersAndSorting.spec.ts","",""
"","37","Should NOT update customer: Empty city","sales-portal-api","Fri Apr 24 20:47:25 UTC 2026","passed","Fri Apr 24 20:47:26 UTC 2026","[API] [Customers] Update the customer by ID > Negative","src/api/tests/customers/updateCustomer.spec.ts","",""
"","40","Should update customer: 40-char name including one space","sales-portal-api","Fri Apr 24 20:47:24 UTC 2026","passed","Fri Apr 24 20:47:25 UTC 2026","[API] [Customers] Update the customer by ID > Positive","src/api/tests/customers/updateCustomer.spec.ts","",""
"","43","Should update product: 3-char name","sales-portal-api","Fri Apr 24 20:47:41 UTC 2026","passed","Fri Apr 24 20:47:41 UTC 2026","[API] [Products] Update product by ID > Positive","src/api/tests/products/updateProduct.spec.ts","",""
"","13","Should create product: Amount = 0","sales-portal-api","Fri Apr 24 20:47:38 UTC 2026","passed","Fri Apr 24 20:47:38 UTC 2026","[API] [Products] Create a new product > Positive","src/api/tests/products/createProduct.spec.ts","",""
"","82","Should return list of customers after sorting by createdOn descending - 200 OK","sales-portal-api","Fri Apr 24 20:47:23 UTC 2026","passed","Fri Apr 24 20:47:23 UTC 2026","[API] [Customers] GET customers - filters and sorting - 200 OK > Positive","src/api/tests/customers/getCustomersFiltersAndSorting.spec.ts","",""
"","132","Update status to Draft for In Process order","sales-portal-api","Fri Apr 24 20:47:37 UTC 2026","passed","Fri Apr 24 20:47:37 UTC 2026","[API][Orders] In Process - Draft/Canceled/In Process/Partially Received/Received > Negative cases","src/api/tests/orders/updateStatusOfOrder.spec.ts","",""
"","12","Should create product: Price = 99999","sales-portal-api","Fri Apr 24 20:47:38 UTC 2026","passed","Fri Apr 24 20:47:38 UTC 2026","[API] [Products] Create a new product > Positive","src/api/tests/products/createProduct.spec.ts","",""
"","172","400 Bad Request - Update order which status is Canceled","sales-portal-api","Fri Apr 24 20:47:36 UTC 2026","passed","Fri Apr 24 20:47:36 UTC 2026","[API] [Orders] Update order by ID > Negative","src/api/tests/orders/updateOrder.spec.ts","",""
"","78","Should NOT add comment: Missing auth token","sales-portal-api","Fri Apr 24 20:47:27 UTC 2026","passed","Fri Apr 24 20:47:27 UTC 2026","[API] [Orders] Add a comment > Negative","src/api/tests/orders/addComment.spec.ts","",""
"","230","400 Bad Request - Update order which status is Received","sales-portal-api","Fri Apr 24 20:47:36 UTC 2026","passed","Fri Apr 24 20:47:36 UTC 2026","[API] [Orders] Update order by ID > Negative","src/api/tests/orders/updateOrder.spec.ts","",""
"","70","Should NOT return customers with empty token - 401 Unauthorized","sales-portal-api","Fri Apr 24 20:47:21 UTC 2026","passed","Fri Apr 24 20:47:21 UTC 2026","[API] [Customers] Get All Customers > Negative","src/api/tests/customers/getAllCustomers.spec.ts","",""
"","13","Should NOT create customer: Phone without plus sign","sales-portal-api","Fri Apr 24 20:47:20 UTC 2026","passed","Fri Apr 24 20:47:20 UTC 2026","[API] [Customers] Create A New Customer > Negative","src/api/tests/customers/createCustomer.spec.ts","",""
"","36","Should update customer: Full valid data","sales-portal-api","Fri Apr 24 20:47:24 UTC 2026","passed","Fri Apr 24 20:47:24 UTC 2026","[API] [Customers] Update the customer by ID > Positive","src/api/tests/customers/updateCustomer.spec.ts","",""
"","40","No parameters - 200 OK","sales-portal-api","Fri Apr 24 20:47:24 UTC 2026","passed","Fri Apr 24 20:47:24 UTC 2026","[API] [Customers] GET customers - filters and sorting - 200 OK > Negative","src/api/tests/customers/getCustomersFiltersAndSorting.spec.ts","",""
"","2580","Verify ""Save Received Products"" button","sales-portal-ui","Fri Apr 24 20:46:34 UTC 2026","passed","Fri Apr 24 20:46:36 UTC 2026","[UI] [Sales Portal] > Orders Details - Received Products section - Orders in Progress","src/ui/tests/health-check.spec.ts","",""
"","1392","Canceled draft with delivery order","sales-portal-ui","Fri Apr 24 20:47:12 UTC 2026","passed","Fri Apr 24 20:47:14 UTC 2026","[UI] [Orders] Cancel Order > Order type: Canceled draft with delivery order","src/ui/tests/orders/smoke/cancelReopenOrder.spec.ts","",""
"","12","Should NOT create customer: Flat is a string","sales-portal-api","Fri Apr 24 20:47:20 UTC 2026","passed","Fri Apr 24 20:47:20 UTC 2026","[API] [Customers] Create A New Customer > Negative","src/api/tests/customers/createCustomer.spec.ts","",""
"","38","Should NOT update product: Manufacturer is not from the suggested list","sales-portal-api","Fri Apr 24 20:47:41 UTC 2026","passed","Fri Apr 24 20:47:42 UTC 2026","[API] [Products] Update product by ID > Negative","src/api/tests/products/updateProduct.spec.ts","",""
