"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","Successful order status update from ""Canceled"" to ""Draft""","sales-portal-api","Sun Apr 26 20:47:34 UTC 2026","passed","Sun Apr 26 20:47:34 UTC 2026","[API][Orders] Canceled - Draft/In Process > Positive cases","src/api/tests/orders/updateStatusOfOrder.spec.ts","",""
"","16","Should NOT create customer: Flat is zero","sales-portal-api","Sun Apr 26 20:47:24 UTC 2026","passed","Sun Apr 26 20:47:24 UTC 2026","[API] [Customers] Create A New Customer > Negative","src/api/tests/customers/createCustomer.spec.ts","",""
"","45","Should return list of customers after searching by name without spaces","sales-portal-api","Sun Apr 26 20:47:26 UTC 2026","passed","Sun Apr 26 20:47:26 UTC 2026","[API] [Customers] GET customers - filters and sorting - 200 OK > Positive","src/api/tests/customers/getCustomersFiltersAndSorting.spec.ts","",""
"","26","Should create customer: Flat = 9999 - 201 Created","sales-portal-api","Sun Apr 26 20:47:23 UTC 2026","passed","Sun Apr 26 20:47:23 UTC 2026","[API] [Customers] Create A New Customer > Positive","src/api/tests/customers/createCustomer.spec.ts","",""
"","10","Should NOT create product: Invalid auth token","sales-portal-api","Sun Apr 26 20:47:34 UTC 2026","passed","Sun Apr 26 20:47:34 UTC 2026","[API] [Products] Create a new product > Negative","src/api/tests/products/createProduct.spec.ts","",""
"","62","Should NOT update product: Empty name","sales-portal-api","Sun Apr 26 20:47:37 UTC 2026","passed","Sun Apr 26 20:47:37 UTC 2026","[API] [Products] Update product by ID > Negative","src/api/tests/products/updateProduct.spec.ts","",""
"","122","Should return 401 when using empty token","sales-portal-api","Sun Apr 26 20:47:28 UTC 2026","passed","Sun Apr 26 20:47:28 UTC 2026","[API] [Orders] Assign manager > Negative","src/api/tests/orders/assignAndUnassignManager.spec.ts","",""
"","13","Should create product: Amount = 0","sales-portal-api","Sun Apr 26 20:47:34 UTC 2026","passed","Sun Apr 26 20:47:34 UTC 2026","[API] [Products] Create a new product > Positive","src/api/tests/products/createProduct.spec.ts","",""
"","0","Should return error when trying to receive products for Canceled order - 400 Bad Request","sales-portal-api","Sun Apr 26 20:47:31 UTC 2026","skipped","Sun Apr 26 20:47:31 UTC 2026","[API] [Orders] Products Receipt - Canceled Orders","src/api/tests/orders/markProductAsReceived.spec.ts","",""
"","41","Sort field without sort order - 200 OK","sales-portal-api","Sun Apr 26 20:47:27 UTC 2026","passed","Sun Apr 26 20:47:27 UTC 2026","[API] [Customers] GET customers - filters and sorting - 200 OK > Negative","src/api/tests/customers/getCustomersFiltersAndSorting.spec.ts","",""
"","273","400 Bad Request - Update order which status is Received","sales-portal-api","Sun Apr 26 20:47:34 UTC 2026","passed","Sun Apr 26 20:47:34 UTC 2026","[API] [Orders] Update order by ID > Negative","src/api/tests/orders/updateOrder.spec.ts","",""
"","125","Should NOT update delivery: invalid finalDate","sales-portal-api","Sun Apr 26 20:47:33 UTC 2026","passed","Sun Apr 26 20:47:33 UTC 2026","[API] [Orders] Update delivery > Negative","src/api/tests/orders/updateDelivery.spec.ts","",""
